normalized_title	count	classification	recording_ids	titles	song_ids	group_ids	performer_ids	source_ids
que te ha dado esa mujer	3	possible_true_duplicate_same_entity	REC004379|REC004380|REC004381	Que Te Ha Dado Esa Mujer|Que Te Ha Dado esa Mujer|Que Te Ha Dado esa Mujer	SONG003279|SONG003279|SONG003279	||	PER000225|PER000225|PER000225	SRC0001|SRC0001|SRC0001
quien sera	3	likely_legitimate_same_title_different_artist	REC004413|REC004414|REC005551	Quien Sera|Quien Sera|Quién Será	SONG003305|SONG003305|SONG003305	||GRP0001	PER000020|PER000257|	SRC0001|SRC0001|SRC0002
quiereme mucho	3	likely_legitimate_same_title_different_artist	REC004422|REC004423|REC005599	Quiereme Mucho|Quiereme Mucho|Quiéreme Mucho	SONG003309|SONG003309|SONG003309	||	PER000007|PER000104|	SRC0001|SRC0001|SRC0002
quiero verte	3	likely_legitimate_same_title_different_artist	REC004434|REC004435|REC004436	Quiero Verte|Quiero Verte|Quiero Verte	SONG003319|SONG003319|SONG003319	GRP0185|GRP0073|GRP0073	||	SRC0001|SRC0001|SRC0001
rio crecido	3	possible_true_duplicate_same_entity	REC004505|REC004506|REC004507	Rio Crecido|Rio Crecido|Rio Crecido	SONG003377|SONG003377|SONG003377	||	||	SRC0001|SRC0001|SRC0001
rosa maria	3	likely_legitimate_same_title_different_artist	REC004534|REC004535|REC005547	Rosa Maria|Rosa Maria|Rosa María	SONG003398|SONG003398|SONG003398	||GRP0256	PER000225|PER000225|	SRC0001|SRC0001|SRC0002
rosalia	3	likely_legitimate_same_title_different_artist	REC004538|REC004539|REC004540	Rosalía|Rosalía|Rosalía	SONG003401|SONG003401|SONG003401	||	PER000225||PER000225	SRC0001|SRC0001|SRC0001
ruega por nosotros	3	likely_legitimate_same_title_different_artist	REC004552|REC004553|REC004554	Ruega Por Nosotros|Ruega Por Nosotros|Ruega Por NosOtros	SONG003411|SONG003411|SONG003411	||	PER000117||PER000117	SRC0001|SRC0001|SRC0001
sabor a mi	3	likely_legitimate_same_title_different_artist	REC004570|REC004571|REC004572	Sabor A Mi|Sabor A Mí|Sabor A Mí	SONG003425|SONG003426|SONG003426	|GRP0094|	PER000127||PER000210	SRC0001|SRC0001|SRC0001
serenata	3	likely_legitimate_same_title_different_artist	REC004648|REC004649|REC004650	Serenata|Serenata|Serenata	SONG003489|SONG003489|SONG003489	GRP0183||	|PER000225|PER000225	SRC0001|SRC0001|SRC0001
serenata de amor	3	likely_legitimate_same_title_different_artist	REC004651|REC004652|REC004653	Serenata De Amor|Serenata De Amor|Serenata De Amor	SONG003490|SONG003490|SONG003490	||	PER000225|PER000225|PER000117	SRC0001|SRC0001|SRC0001
serenata en la noche	3	possible_true_duplicate_same_entity	REC004654|REC004655|REC004656	Serenata En La Noche|Serenata En La Noche|Serenata En La Noche	SONG003491|SONG003491|SONG003491	||	PER000225|PER000225|PER000225	SRC0001|SRC0001|SRC0001
serenata tapatia	3	likely_legitimate_same_title_different_artist	REC004660|REC004661|REC004662	Serenata Tapatia|Serenata Tapatia|Serenata Tapatia	SONG003494|SONG003494|SONG003494	||	|PER000225|PER000225	SRC0001|SRC0001|SRC0001
siempre hace frio	3	likely_legitimate_same_title_different_artist	REC004695|REC004696|REC004697	Siempre Hace Frio|Siempre Hace Frio|Siempre Hace Frio	SONG003525|SONG003525|SONG003525	||	PER000149|PER000149|PER000127	SRC0001|SRC0001|SRC0001
sin ella	3	likely_legitimate_same_title_different_artist	REC004726|REC004727|REC004728	Sin Ella|Sin Ella|Sin Ella	SONG003550|SONG003550|SONG003550	||	PER000061|PER000061|PER000052	SRC0001|SRC0001|SRC0001
sueno	3	likely_legitimate_same_title_different_artist	REC004823|REC004824|REC004825	Sueño|Sueño|Sueño	SONG003625|SONG003625|SONG003625	|GRP0201|	PER000177||PER000052	SRC0001|SRC0001|SRC0001
te vas o te quedas	3	likely_legitimate_same_title_different_artist	REC004931|REC004932|REC004933	Te Vas O Te Quedas|Te Vas O Te Quedas|Te Vas O Te Quedas	SONG003707|SONG003707|SONG003707	||	PER000149|PER000025|PER000209	SRC0001|SRC0001|SRC0001
tecalitlan	3	possible_true_duplicate_same_entity	REC004942|REC004943|REC004944	Tecalitlan|Tecalitlan|Tecalitlan	SONG003715|SONG003715|SONG003715	||	PER000127|PER000127|PER000127	SRC0001|SRC0001|SRC0001
tengo celos	3	likely_legitimate_same_title_different_artist	REC004952|REC005995|REC006192	Tengo Celos|7. Tengo Celos|Tengo Celos	SONG003723||SONG004768	|GRP0285|GRP0285	PER000009||	SRC0001|SRC0002|SRC0002
tercia de ases	3	likely_legitimate_same_title_different_artist	REC004965|REC004966|REC004967	Tercia De Ases|Tercia De Ases|Tercia De Ases	SONG003736|SONG003736|SONG003736	|GRP0162|GRP0162	PER000225||	SRC0001|SRC0001|SRC0001
tierra mala	3	likely_legitimate_same_title_different_artist	REC004984|REC004985|REC005526	Tierra Mala|Tierra Mala|Tierra Mala	SONG003751|SONG003751|SONG003751	||GRP0251	PER000149|PER000149|	SRC0001|SRC0001|SRC0002
toreando en jalisco	3	likely_legitimate_same_title_different_artist	REC005016|REC005017|REC005018	Toreando En Jalisco|Toreando En Jalisco|Toreando En Jalisco	SONG003777|SONG003777|SONG003777	GRP0150|GRP0150|GRP0148	||	SRC0001|SRC0001|SRC0001
traidora	3	likely_legitimate_same_title_different_artist	REC005031|REC005032|REC005033	Traidora|Traidora|Traidora	SONG003790|SONG003790|SONG003790	|GRP0190|	||	SRC0001|SRC0001|SRC0001
tres balas	3	likely_legitimate_same_title_different_artist	REC005045|REC005046|REC005047	Tres Balas|Tres Balas|Tres Balas	SONG003801|SONG003801|SONG003801	||	PER000127|PER000162|PER000127	SRC0001|SRC0001|SRC0001
tu y la mentira	3	likely_legitimate_same_title_different_artist	REC005128|REC005129|REC005130	Tu Y La Mentira|Tu Y La Mentira|Tu Y La Mentira	SONG003860|SONG003860|SONG003860	||	|PER000149|PER000149	SRC0001|SRC0001|SRC0001
veinte anos	3	likely_legitimate_same_title_different_artist	REC005261|REC006006|REC006203	Veinte Años|18. Veinte Años|Veinte Años	SONG003969||SONG004779	GRP0079|GRP0281|GRP0281	||	SRC0001|SRC0002|SRC0002
venganza	3	likely_legitimate_same_title_different_artist	REC005278|REC005279|REC005280	Venganza|Venganza|Venganza	SONG003984|SONG003984|SONG003984	||GRP0126	PER000125|PER000041|	SRC0001|SRC0001|SRC0001
y nuestro carino que	3	likely_legitimate_same_title_different_artist	REC005371|REC005372|REC005373	Y Nuestro Cariño Que?|Y Nuestro Cariño Que?|Y Nuestro Cariño Que?	SONG004057|SONG004057|SONG004057	||	PER000127|PER000127|PER000149	SRC0001|SRC0001|SRC0001
ya estaras jabon de olor	3	likely_legitimate_same_title_different_artist	REC005383|REC005384|REC005385	Ya Estaras Jabon De Olor|Ya Estaras Jabon De Olor|Ya Estarás Jabon De Olor	SONG004066|SONG004066|SONG004067	||	PER000174|PER000174|	SRC0001|SRC0001|SRC0001
ya lo pagaras con dios	3	likely_legitimate_same_title_different_artist	REC005391|REC005392|REC005393	Ya Lo Pagarás Con Dios|Ya Lo Pagarás Con Dios|Ya Lo Pagarás Con Dios	SONG004073|SONG004073|SONG004073	||	PER000176|PER000255|PER000052	SRC0001|SRC0001|SRC0001
ya no	3	likely_legitimate_same_title_different_artist	REC005397|REC005398|REC005399	Ya No|Ya No|Ya No	SONG004077|SONG004077|SONG004077	|GRP0113|	PER000149||PER000149	SRC0001|SRC0001|SRC0001
yerba mala	3	possible_true_duplicate_same_entity	REC005434|REC005435|REC005436	Yerba Mala|Yerba Mala|Yerba Mala	SONG004109|SONG004109|SONG004109	||	PER000149|PER000149|PER000149	SRC0001|SRC0001|SRC0001
yo no fui	3	likely_legitimate_same_title_different_artist	REC005453|REC005953|REC006148	Yo No Fui|3. Yo No Fui|Yo No Fui	SONG004125||SONG004724	|GRP0278|GRP0278	PER000225||	SRC0001|SRC0002|SRC0002
yo vengo del norte	3	possible_true_duplicate_same_entity	REC005486|REC005487|REC005488	Yo Vengo Del Norte|Yo Vengo Del Norte|Yo Vengo Del Norte	SONG004155|SONG004155|SONG004155	||	PER000225|PER000225|PER000225	SRC0001|SRC0001|SRC0001
zacatecas	3	likely_legitimate_same_title_different_artist	REC005493|REC005494|REC005495	Zacatecas|Zacatecas|Zacatecas	SONG004160|SONG004160|SONG004160	|GRP0146|GRP0167	||	SRC0001|SRC0001|SRC0001
la cerveza	3	likely_legitimate_same_title_different_artist	REC005639|REC005912|REC006106	La Cerveza|1. La Cerveza|La Cerveza	SONG004281||SONG004682	|GRP0278|GRP0278	||	SRC0002|SRC0002|SRC0002
feliz nochebuena	3	same_entity_different_song_links	REC005670|REC005935|REC006130	Feliz Nochebuena|5. Feliz Nochebuena|Feliz Nochebuena	SONG004309||SONG004706	GRP0278|GRP0278|GRP0278	||	SRC0002|SRC0002|SRC0002
ocho dias	3	same_entity_different_song_links	REC005914|REC006017|REC006108	3. Ocho Dias|Ocho Dias|Ocho Dias	|SONG004593|SONG004684	GRP0278|GRP0278|GRP0278	||	SRC0002|SRC0002|SRC0002
boquita de caramelo	3	same_entity_different_song_links	REC005915|REC006019|REC006110	5. Boquita De Caramelo|Boquita De Caramelo|Boquita De Caramelo	|SONG004595|SONG004686	GRP0278|GRP0278|GRP0278	||	SRC0002|SRC0002|SRC0002
me voy pa macondo	3	same_entity_different_song_links	REC005916|REC006020|REC006111	6. Me Voy Pa Macondo|Me Voy Pa Macondo|Me Voy Pa Macondo	|SONG004596|SONG004687	GRP0278|GRP0278|GRP0278	||	SRC0002|SRC0002|SRC0002
tabaco y ron	3	same_entity_different_song_links	REC005917|REC006021|REC006112	7. Tabaco Y Ron|Tabaco Y Ron|Tabaco Y Ron	|SONG004597|SONG004688	GRP0281|GRP0281|GRP0281	||	SRC0002|SRC0002|SRC0002
asi empezaron papa y mama	3	same_entity_different_song_links	REC005918|REC006022|REC006113	8. Asi Empezaron Papa Y Mama|Asi Empezaron Papa Y Mama|Asi Empezaron Papa Y Mama	|SONG004598|SONG004689	GRP0278|GRP0278|GRP0278	||	SRC0002|SRC0002|SRC0002
la conoci un domingo	3	same_entity_different_song_links	REC005919|REC006023|REC006114	9. La Conoci Un Domingo|La Conoci Un Domingo|La Conoci Un Domingo	|SONG004599|SONG004690	GRP0284|GRP0284|GRP0284	||	SRC0002|SRC0002|SRC0002
el papelito blanco	3	same_entity_different_song_links	REC005920|REC006024|REC006115	10. El Papelito Blanco|El Papelito Blanco|El Papelito Blanco	|SONG004600|SONG004691	GRP0278|GRP0278|GRP0278	||	SRC0002|SRC0002|SRC0002
olvidemos el pasado	3	same_entity_different_song_links	REC005921|REC006025|REC006116	11. Olvidemos El Pasado|Olvidemos El Pasado|Olvidemos El Pasado	|SONG004601|SONG004692	GRP0278|GRP0278|GRP0278	||	SRC0002|SRC0002|SRC0002
carinito	3	same_entity_different_song_links	REC005922|REC006026|REC006117	12. Cariñito|Cariñito|Cariñito	|SONG004602|SONG004693	GRP0278|GRP0278|GRP0278	||	SRC0002|SRC0002|SRC0002
fiesta en mi pueblo	3	same_entity_different_song_links	REC005923|REC006027|REC006118	13. Fiesta En Mi Pueblo|Fiesta En Mi Pueblo|Fiesta En Mi Pueblo	|SONG004603|SONG004694	GRP0278|GRP0278|GRP0278	||	SRC0002|SRC0002|SRC0002
ojitos hechiceros	3	same_entity_different_song_links	REC005924|REC006028|REC006119	14. Ojitos Hechiceros|Ojitos Hechiceros|Ojitos Hechiceros	|SONG004604|SONG004695	GRP0281|GRP0281|GRP0281	||	SRC0002|SRC0002|SRC0002
quiero que me des tu amor	3	same_entity_different_song_links	REC005925|REC006029|REC006120	15. Quiero Que Me Des Tu Amor|Quiero Que Me Des Tu Amor|Quiero Que Me Des Tu Amor	|SONG004605|SONG004696	GRP0278|GRP0278|GRP0278	||	SRC0002|SRC0002|SRC0002
los cien anos de macondo	3	same_entity_different_song_links	REC005926|REC006030|REC006121	16. Los Cien Años De Macondo|Los Cien Años De Macondo|Los Cien Años De Macondo	|SONG004606|SONG004697	GRP0278|GRP0278|GRP0278	||	SRC0002|SRC0002|SRC0002
vagabundo soy	3	same_entity_different_song_links	REC005927|REC006031|REC006122	17. Vagabundo Soy|Vagabundo Soy|Vagabundo Soy	|SONG004607|SONG004698	GRP0281|GRP0281|GRP0281	||	SRC0002|SRC0002|SRC0002
la colegiala	3	same_entity_different_song_links	REC005928|REC006032|REC006123	18. La Colegiala|La Colegiala|La Colegiala	|SONG004608|SONG004699	GRP0281|GRP0281|GRP0281	||	SRC0002|SRC0002|SRC0002
por favor olvidame	3	same_entity_different_song_links	REC005929|REC006033|REC006124	19. Por Favor Olvidame|Por Favor Olvidame|Por Favor Olvidame	|SONG004609|SONG004700	GRP0281|GRP0281|GRP0281	||	SRC0002|SRC0002|SRC0002
botellita de ron	3	same_entity_different_song_links	REC005930|REC006034|REC006125	20. Botellita De Ron|Botellita De Ron|Botellita De Ron	|SONG004610|SONG004701	GRP0278|GRP0278|GRP0278	||	SRC0002|SRC0002|SRC0002
adonay	3	same_entity_different_song_links	REC005931|REC006035|REC006126	1. Adonay|Adonay|Adonay	|SONG004611|SONG004702	GRP0278|GRP0278|GRP0278	||	SRC0002|SRC0002|SRC0002
el preso	3	same_entity_different_song_links	REC005932|REC006036|REC006127	2. El Preso|El Preso|El Preso	|SONG004612|SONG004703	GRP0278|GRP0278|GRP0278	||	SRC0002|SRC0002|SRC0002
daniela	3	same_entity_different_song_links	REC005933|REC006037|REC006128	3. Daniela|Daniela|Daniela	|SONG004613|SONG004704	GRP0278|GRP0278|GRP0278	||	SRC0002|SRC0002|SRC0002
los domingos	3	same_entity_different_song_links	REC005934|REC006038|REC006129	4. Los Domingos|Los Domingos|Los Domingos	|SONG004614|SONG004705	GRP0278|GRP0278|GRP0278	||	SRC0002|SRC0002|SRC0002
chan con chan	3	same_entity_different_song_links	REC005936|REC006039|REC006131	6. Chan Con Chan|Chan Con Chan|Chan Con Chan	|SONG004615|SONG004707	GRP0278|GRP0278|GRP0278	||	SRC0002|SRC0002|SRC0002
la misma vaina	3	same_entity_different_song_links	REC005937|REC006040|REC006132	7. La Misma Vaina|La Misma Vaina|La Misma Vaina	|SONG004616|SONG004708	GRP0278|GRP0278|GRP0278	||	SRC0002|SRC0002|SRC0002
cantares de navidad	3	same_entity_different_song_links	REC005938|REC006041|REC006133	8. Cantares De Navidad|Cantares De Navidad|Cantares De Navidad	|SONG004617|SONG004709	GRP0278|GRP0278|GRP0278	||	SRC0002|SRC0002|SRC0002
muchachita celosa	3	same_entity_different_song_links	REC005939|REC006042|REC006134	9. Muchachita Celosa|Muchachita Celosa|Muchachita Celosa	|SONG004618|SONG004710	GRP0278|GRP0278|GRP0278	||	SRC0002|SRC0002|SRC0002
entre que si y que no	3	same_entity_different_song_links	REC005940|REC006043|REC006135	10. Entre Que Si Y Que No|Entre Que Si Y Que No|Entre Que Si Y Que No	|SONG004619|SONG004711	GRP0278|GRP0278|GRP0278	||	SRC0002|SRC0002|SRC0002
agua de cu	3	same_entity_different_song_links	REC005941|REC006044|REC006136	11. Agua De Cu|Agua De Cu|Agua De Cu	|SONG004620|SONG004712	GRP0278|GRP0278|GRP0278	||	SRC0002|SRC0002|SRC0002
la cinta blanca	3	same_entity_different_song_links	REC005942|REC006045|REC006137	12. La Cinta Blanca|La Cinta Blanca|La Cinta Blanca	|SONG004621|SONG004713	GRP0278|GRP0278|GRP0278	||	SRC0002|SRC0002|SRC0002
enamorado	3	same_entity_different_song_links	REC005943|REC006046|REC006138	13. Enamorado|Enamorado|Enamorado	|SONG004622|SONG004714	GRP0278|GRP0278|GRP0278	||	SRC0002|SRC0002|SRC0002
adios adios corazon	3	same_entity_different_song_links	REC005945|REC006047|REC006140	15. Adios Adios Corazon|Adios Adios Corazon|Adios Adios Corazon	|SONG004623|SONG004716	GRP0278|GRP0278|GRP0278	||	SRC0002|SRC0002|SRC0002
pelaita	3	same_entity_different_song_links	REC005946|REC006048|REC006141	16. Pelaita|Pelaita|Pelaita	|SONG004624|SONG004717	GRP0278|GRP0278|GRP0278	||	SRC0002|SRC0002|SRC0002
sin corazon en el pecho	3	same_entity_different_song_links	REC005947|REC006049|REC006142	17. Sin Corazon En El Pecho|Sin Corazon En El Pecho|Sin Corazon En El Pecho	|SONG004625|SONG004718	GRP0278|GRP0278|GRP0278	||	SRC0002|SRC0002|SRC0002
carola	3	likely_legitimate_same_title_different_artist	REC005948|REC006050|REC006143	18. Carola|Carola|Carola	|SONG004626|SONG004719	GRP0255|GRP0001|GRP0255	||	SRC0002|SRC0002|SRC0002
la cunadita	3	same_entity_different_song_links	REC005949|REC006051|REC006144	19. La Cuñadita|La Cuñadita|La Cuñadita	|SONG004627|SONG004720	GRP0278|GRP0278|GRP0278	||	SRC0002|SRC0002|SRC0002
cara carita	3	same_entity_different_song_links	REC005950|REC006052|REC006145	20. Cara Carita|Cara Carita|Cara Carita	|SONG004628|SONG004721	GRP0281|GRP0281|GRP0281	||	SRC0002|SRC0002|SRC0002
el lunarcito	3	same_entity_different_song_links	REC005951|REC006053|REC006146	1. El Lunarcito|El Lunarcito|El Lunarcito	|SONG004629|SONG004722	GRP0278|GRP0278|GRP0278	||	SRC0002|SRC0002|SRC0002
dile	3	same_entity_different_song_links	REC005952|REC006054|REC006147	2. Dile|Dile|Dile	|SONG004630|SONG004723	GRP0278|GRP0278|GRP0278	||	SRC0002|SRC0002|SRC0002
perdido y borracho	3	same_entity_different_song_links	REC005954|REC006055|REC006149	4. Perdido Y Borracho|Perdido Y Borracho|Perdido Y Borracho	|SONG004631|SONG004725	GRP0278|GRP0278|GRP0278	||	SRC0002|SRC0002|SRC0002
donde estas mariana	3	same_entity_different_song_links	REC005956|REC006056|REC006151	6. Donde Estas Mariana|Donde Estas Mariana|Donde Estas Mariana	|SONG004632|SONG004727	GRP0278|GRP0278|GRP0278	||	SRC0002|SRC0002|SRC0002
ya para que	3	same_entity_different_song_links	REC005957|REC006057|REC006152	7. Ya Para Que|Ya Para Que|Ya Para Que	|SONG004633|SONG004728	GRP0278|GRP0278|GRP0278	||	SRC0002|SRC0002|SRC0002
penas por un amor	3	same_entity_different_song_links	REC005958|REC006058|REC006153	8. Penas Por Un Amor|Penas Por Un Amor|Penas Por Un Amor	|SONG004634|SONG004729	GRP0278|GRP0278|GRP0278	||	SRC0002|SRC0002|SRC0002
linda rosa	3	same_entity_different_song_links	REC005959|REC006059|REC006154	9. Linda Rosa|Linda Rosa|Linda Rosa	|SONG004635|SONG004730	GRP0278|GRP0278|GRP0278	||	SRC0002|SRC0002|SRC0002
que regrese	3	same_entity_different_song_links	REC005960|REC006060|REC006156	11. Que Regrese|Que Regrese|Que Regrese	|SONG004636|SONG004732	GRP0278|GRP0278|GRP0278	||	SRC0002|SRC0002|SRC0002
voy cantando	3	same_entity_different_song_links	REC005961|REC006061|REC006157	12. Voy Cantando|Voy Cantando|Voy Cantando	|SONG004637|SONG004733	GRP0278|GRP0278|GRP0278	||	SRC0002|SRC0002|SRC0002
el casado arrepentido	3	same_entity_different_song_links	REC005962|REC006062|REC006158	13. El Casado Arrepentido|El Casado Arrepentido|El Casado Arrepentido	|SONG004638|SONG004734	GRP0278|GRP0278|GRP0278	||	SRC0002|SRC0002|SRC0002
cumbia marinera	3	same_entity_different_song_links	REC005963|REC006063|REC006159	14. Cumbia Marinera|Cumbia Marinera|Cumbia Marinera	|SONG004639|SONG004735	GRP0278|GRP0278|GRP0278	||	SRC0002|SRC0002|SRC0002
el maestro	3	same_entity_different_song_links	REC005964|REC006064|REC006160	15. El Maestro|El Maestro|El Maestro	|SONG004640|SONG004736	GRP0278|GRP0278|GRP0278	||	SRC0002|SRC0002|SRC0002
el tizon	3	likely_legitimate_same_title_different_artist	REC005965|REC006065|REC006161	16. El Tizon|El Tizon|El Tizon	|SONG004641|SONG004737	GRP0255|GRP0001|GRP0255	||	SRC0002|SRC0002|SRC0002
manuelito barrios	3	same_entity_different_song_links	REC005966|REC006066|REC006162	17. Manuelito Barrios|Manuelito Barrios|Manuelito Barrios	|SONG004642|SONG004738	GRP0278|GRP0278|GRP0278	||	SRC0002|SRC0002|SRC0002
casi casi	3	same_entity_different_song_links	REC005967|REC006067|REC006163	18. Casi Casi|Casi Casi|Casi Casi	|SONG004643|SONG004739	GRP0278|GRP0278|GRP0278	||	SRC0002|SRC0002|SRC0002
entonces cuando	3	same_entity_different_song_links	REC005968|REC006068|REC006164	19. Entonces Cuando|Entonces Cuando|Entonces Cuando	|SONG004644|SONG004740	GRP0278|GRP0278|GRP0278	||	SRC0002|SRC0002|SRC0002
la bandolera	3	same_entity_different_song_links	REC005969|REC006069|REC006165	20. La Bandolera|La Bandolera|La Bandolera	|SONG004645|SONG004741	GRP0278|GRP0278|GRP0278	||	SRC0002|SRC0002|SRC0002
ya se marcho	3	same_entity_different_song_links	REC005970|REC006070|REC006166	1. Ya Se Marcho|Ya Se Marcho|Ya Se Marcho	|SONG004646|SONG004742	GRP0278|GRP0278|GRP0278	||	SRC0002|SRC0002|SRC0002
masculino y femenino	3	same_entity_different_song_links	REC005971|REC006071|REC006167	2. Masculino Y Femenino|Masculino Y Femenino|Masculino Y Femenino	|SONG004647|SONG004743	GRP0278|GRP0278|GRP0278	||	SRC0002|SRC0002|SRC0002
